s_m,x_m,y_m,z_m,tx,ty,tz,nx,ny,nz
0.01890907145403664,0.3425812604873096,-0.17775838143877587,1.0321481482119548,-0.6240912157625927,0.7813514922286696,0.0,0.7813514922286697,0.6240912157625929,0.0
0.01901128265108549,0.34251792699932476,-0.1776791216238622,1.0321484480567895,-0.6279121394365649,0.7782842315942138,0.0,0.7782842315942139,0.627912139436565,0.0
0.019113493848134336,0.3424538655020459,-0.1776004779647263,1.0321484059307657,-0.6325622509381456,0.7745095213669531,0.0,0.7745095213669531,0.6325622509381456,0.0
0.01921570504518318,0.3423896413636308,-0.17752204863041027,1.0321484020099174,-0.6345355624543243,0.7728936666714085,0.0,0.7728936666714085,0.6345355624543243,0.0
0.019317916242232027,0.3423252460807525,-0.17744381356006456,1.0321480604882682,-0.6392838108225107,0.7689708767048647,0.0,0.7689708767048647,0.6392838108225107,0.0
0.019420127439280874,0.3422601134775102,-0.1773662443218047,1.0321475565764127,-0.6414293757197757,0.7671820878798845,0.0,0.7671820878798845,0.6414293757197757,0.0
0.019522338636329722,0.34219532545542564,-0.17728842189830124,1.0321473124078209,-0.6468404634953764,0.7626253436551179,0.0,0.7626253436551179,0.6468404634953764,0.0
0.01962454983337857,0.3421291471515558,-0.17721183493498546,1.0321465991053844,-0.6497981577359916,0.7601068044708661,0.0,0.7601068044708661,0.6497981577359916,0.0
0.019726761030427416,0.34206382357776227,-0.17713459648217372,1.0321459365879706,-0.6525978176443213,0.7577044861988538,0.0,0.7577044861988538,0.6525978176443213,0.0
0.01982897222747626,0.3419970885076787,-0.1770585070748522,1.0321445723664822,-0.6558161018686263,0.7549206849264627,0.0,0.7549206849264627,0.6558161018686263,0.0
0.019931183424525108,0.3419311492221785,-0.17698187285263173,1.032143256226978,-0.6568373478044118,0.7540322927628935,0.0,0.7540322927628936,0.6568373478044119,0.0
0.020033394621573955,0.3418642941639478,-0.17690606260164432,1.03214218829823,-0.6596383850023262,0.7515831298209952,0.0,0.7515831298209952,0.6596383850023262,0.0
0.020135605818622802,0.3417978115042393,-0.1768299496449313,1.032141051694012,-0.6613146926630145,0.7501085769860405,0.0,0.7501085769860405,0.6613146926630145,0.0
