index,s_m,x_m,y_m,z_m,normal_x,normal_y,normal_z,motion_tangent_x,motion_tangent_y,motion_tangent_z,tool_z_x,tool_z_y,tool_z_z,row_id,phase
76,0.12821243511351235,0.2266666666666667,-0.31,0.8117410122079338,0.06495245047068729,-0.2598098018827489,0.9634729088165893,0.9977350214055081,0.0,-0.06726683477725362,-0.06495245047068729,0.2598098018827489,-0.9634729088165893,0,0
77,0.12988313463172485,0.22833333333333336,-0.31,0.8116249988363866,0.06915244951317982,-0.26033863346138275,0.9630377638772983,0.9974314809117837,0.0,-0.07162709603303923,-0.06915244951317982,0.26033863346138275,-0.9630377638772983,0,0
78,0.13155436042586052,0.23000000000000004,-0.31,0.8115016380759861,0.07337898543834075,-0.26090305933632246,0.9625721365824939,0.9971065274598846,0.0,-0.0760169250686337,-0.07337898543834075,0.26090305933632246,-0.9625721365824939,0,0
79,0.13322614920757334,0.2316666666666667,-0.31,0.811370871287836,0.077633925216971,-0.26150374809927074,0.962075237902649,0.9967595795478477,0.0,-0.08043842725711307,-0.077633925216971,0.26150374809927074,-0.962075237902649,0,0
80,0.13489853877794766,0.23333333333333336,-0.31,0.8112326356291983,0.0819191936531487,-0.2621414196900757,0.9615462140709045,0.9963900072345879,0.0,-0.08489377764629122,-0.0819191936531487,0.2621414196900757,-0.9615462140709045,0,0
81,0.13657156811929952,0.23500000000000004,-0.31,0.8110868638924097,0.086236778223486,-0.2628168479191952,0.960984142705514,0.9959971291154441,0.0,-0.08938522693260467,-0.086236778223486,0.2628168479191952,-0.960984142705514,0,0
82,0.13824527749315388,0.2366666666666667,-0.31,0.8109334843293963,0.0905887342342721,-0.26353086322697333,0.9603880285367362,0.9955802089822805,1.421089181284314e-14,-0.09391510785171128,-0.0905887342342721,0.26353086322697333,-0.9603880285367362,0,0
83,0.13991970854506192,0.23833333333333337,-0.31,0.8107724204606485,0.09497719032968067,-0.2642843556999809,0.9597567986991943,0.9951384521359946,0.0,-0.09848584203009413,-0.09497719032968067,0.2642843556999809,-0.9597567986991943,0,0
84,0.1415949044169941,0.24000000000000002,-0.31,0.8106035908673868,0.0994043543876458,-0.26507827836705544,0.9590892975457151,0.9946710013148772,-1.421089331139733e-14,-0.10309994734848063,-0.0994043543876458,0.26507827836705544,-0.9590892975457151,0,0
85,0.1432709098681286,0.2416666666666667,-0.31,0.8104269089654988,0.10387251984389523,-0.26591365080037166,0.9583842809329134,0.994176932197536,-1.4210894142620514e-14,-0.10776004587181554,-0.10387251984389523,0.26591365080037166,-0.9583842809329134,0,0
86,0.14494777140494614,0.24333333333333337,-0.31,0.8102422827596658,0.10838407248900915,-0.26679156304986856,0.9576404099222763,0.9936552484334509,-2.8421790066695785e-14,-0.112468872407689,-0.10838407248900915,0.26679156304986856,-0.9576404099222763,0,0
87,0.14662553742165163,0.24500000000000002,-0.31,0.810049614575904,0.11294149778836235,-0.26771317994278476,0.956856243833024,0.9931048761477361,1.4210895987700185e-14,-0.11722928376301527,-0.11294149778836235,0.26771317994278476,-0.956856243833024,0,0
88,0.14830425835206346,0.2466666666666667,-0.31,0.8098488007705397,0.11754738878045044,-0.26867974578388665,0.9560302325744745,0.9925246578595401,0.0,-0.12204426877491176,-0.11754738878045044,0.26867974578388665,-0.9560302325744745,0,0
89,0.14998398683425224,0.24833333333333338,-0.31,0.8096397314133914,0.12220445461553286,-0.2696925894963482,0.9551607081757888,0.9919133457446134,0.0,-0.12691695920453996,-0.12220445461553286,0.2696925894963482,-0.9551607081757888,0,0
90,0.15166477788937188,0.25,-0.31,0.8094222899426629,0.1269155298038378,-0.2707531302481874,0.9542458754196526,0.9912695941631217,0.0,-0.13185064158994475,-0.1269155298038378,0.2707531302481874,-0.9542458754196526,0,0
91,0.15334668911631064,0.2516666666666667,-0.31,0.8091963527887357,0.1316835842509284,-0.2718628836148198,0.9532838014733407,0.9905919513621356,-1.421090053965636e-14,-0.13684877016822763,-0.1316835842509284,0.2718628836148198,-0.9532838014733407,0,0
92,0.15502978090400177,0.2533333333333334,-0.31,0.8089617889637,0.13651173416735327,-0.2730234683347062,0.9522724043954596,0.9898788502488036,1.4210901890612437e-14,-0.14191498099251762,-0.13651173416735327,0.2730234683347062,-0.9522724043954596,0,0
93,0.15671411666348306,0.255,-0.31,0.8087184596130457,0.14140325395064757,-0.2742366137224681,0.9512094403790379,0.9891285981150295,0.0,-0.14705310738300081,-0.14140325395064757,0.2742366137224681,-0.9512094403790379,0,0
